latitude,longitude,altitude,building_age,population_density_x,wind_speed,wind_direction,river_water_level,river_discharge,drainage_system,elevation,slope,population_density_y,safe_camp_earthquake,safe_camp_flood
8.3424,77.0757,highland (150m),new (<20 years),low,11.2,NE,2.6,311.3,moderate,56.01994358,7.529280415,high,1,0
8.3424,77.0765,midland (50m),old (20-50 years),medium,8.4,NE,2.3,97.9,poor,36.75253957,4.181443531,low,0,0
8.3424,77.1535,lowland (10m),new (<20 years),low,13.5,S,8.2,465.8,good,93.28934458,25.01086859,low,0,0
8.3424,77.1545,midland (50m),new (<20 years),medium,10.8,NW,9.0,469.4,moderate,34.77171295,9.931857289,high,0,0
8.3424,77.1571,lowland (10m),new (<20 years),high,12.9,NW,9.1,220.0,poor,51.98628581,9.90185896,low,0,0
8.3425,77.1538,lowland (10m),new (<20 years),low,8.8,N,0.2,208.2,moderate,70.36167616,30.3497234,low,0,0
8.3425,77.1541,highland (150m),old (20-50 years),low,14.3,NE,7.9,415.9,poor,46.13253689,5.180934864,medium,0,0
8.3425,77.1545,midland (50m),new (<20 years),high,8.7,SE,2.8,346.3,good,86.67328713,9.466427514,low,0,0
8.3426,77.1152,highland (150m),old (20-50 years),medium,1.4,SW,1.4,434.0,poor,62.80068944,1.539477376,low,0,0
8.3426,77.153,highland (150m),old (20-50 years),medium,6.9,S,9.6,125.5,moderate,80.09815888,35.62566206,high,0,0
8.3426,77.1536,lowland (10m),new (<20 years),medium,9.6,SW,7.6,264.9,good,43.11911166,44.83849127,low,0,0
8.3426,77.1547,midland (50m),old (20-50 years),medium,1.5,SW,2.3,65.6,moderate,64.95536732,17.99759108,medium,0,0
8.3426,77.1569,highland (150m),new (<20 years),medium,9.5,SW,2.3,360.8,poor,96.73414308,8.105933481,medium,0,0
8.3426,77.1572,midland (50m),old (20-50 years),high,6.3,SW,0.8,485.4,good,90.15824328,35.57488546,low,0,0
8.3427,77.1548,midland (50m),old (20-50 years),low,6.9,N,3.9,119.1,poor,31.12442038,39.90553269,low,0,0
8.3427,77.1573,highland (150m),old (20-50 years),medium,14.5,SW,5.8,123.4,poor,33.45042193,43.83614487,low,0,0
8.3428,77.1156,highland (150m),old (20-50 years),medium,3.9,W,5.0,52.7,good,86.73579552,5.568146303,high,0,0
8.3428,77.1527,midland (50m),new (<20 years),medium,13.8,NE,1.5,45.3,moderate,77.79539693,29.84902672,high,0,0
8.3428,77.1572,midland (50m),new (<20 years),high,3.5,SW,6.6,475.4,poor,36.74445311,29.78354722,low,0,0
8.3429,77.1551,midland (50m),new (<20 years),low,12.8,SW,2.8,350.9,moderate,82.33621582,42.18209035,low,0,0
8.3429,77.1573,midland (50m),old (20-50 years),high,13.6,NW,3.4,447.3,poor,76.48842144,28.56046693,low,0,0
8.343,77.1517,lowland (10m),new (<20 years),low,8.9,SE,7.6,137.0,moderate,24.9845155,23.8138967,low,0,0
8.343,77.1523,lowland (10m),new (<20 years),high,0.5,E,7.9,173.9,poor,37.42071973,43.33996914,high,0,0
8.343,77.1524,lowland (10m),old (20-50 years),medium,3.0,W,4.9,83.7,good,95.39714402,16.14373922,medium,0,0
8.343,77.1549,midland (50m),old (20-50 years),low,0.1,W,7.9,110.9,moderate,41.5061913,27.09590375,low,0,0
8.3431,77.0532,midland (50m),old (20-50 years),low,6.5,SW,2.3,241.7,poor,32.59475938,28.40147818,low,0,0
8.3431,77.1526,lowland (10m),new (<20 years),high,5.4,W,7.2,489.3,poor,45.42092584,17.21195274,low,0,0
8.3431,77.153,midland (50m),old (20-50 years),low,6.3,W,0.3,437.0,poor,19.95563143,1.81977529,medium,0,0
8.3432,77.0765,highland (150m),old (20-50 years),low,9.9,NE,8.7,329.2,moderate,69.60907993,9.558688011,high,0,0
8.3432,77.1525,highland (150m),old (20-50 years),high,7.6,W,4.6,239.1,poor,10.49134978,11.11293284,medium,0,0
8.3432,77.1539,lowland (10m),old (20-50 years),high,4.1,S,6.1,241.9,good,11.65123608,16.15554411,medium,0,0
8.3433,77.1524,midland (50m),new (<20 years),medium,5.1,SW,7.2,334.3,good,34.84934712,12.24681802,low,0,0
8.3433,77.1533,lowland (10m),new (<20 years),low,9.7,N,6.0,31.9,moderate,46.77774044,3.679754135,medium,1,0
8.3434,77.0389,highland (150m),new (<20 years),high,10.2,N,9.9,270.3,poor,51.53541312,44.79574599,medium,0,0
8.3434,77.0529,midland (50m),old (20-50 years),low,6.3,SE,8.3,35.4,good,26.84251528,16.48661112,low,0,0
8.3434,77.1527,lowland (10m),old (20-50 years),medium,9.8,SE,4.2,437.2,good,86.21414392,28.1078358,high,0,0
8.3434,77.1551,highland (150m),old (20-50 years),low,1.4,NE,5.2,121.2,good,39.27675893,36.69436556,low,0,0
8.3434,77.1556,lowland (10m),old (20-50 years),medium,4.3,N,3.0,34.8,poor,38.008255,12.12456419,medium,0,0
8.3435,77.0526,midland (50m),new (<20 years),low,13.7,W,4.5,136.8,moderate,79.47085984,8.523846039,low,1,0
8.3435,77.1513,midland (50m),new (<20 years),medium,0.2,S,8.1,241.5,poor,93.94100685,17.90790759,medium,0,0
8.3436,77.1518,lowland (10m),new (<20 years),high,12.6,N,9.6,475.0,poor,32.9490599,40.39749119,low,0,0
8.3436,77.1525,highland (150m),new (<20 years),medium,0.4,E,6.1,386.1,poor,50.78152269,17.76088359,medium,0,0
8.3436,77.1556,midland (50m),old (20-50 years),low,7.2,W,6.9,309.1,poor,17.98498433,38.99639795,high,0,0
8.3436,77.1569,highland (150m),old (20-50 years),low,4.8,N,0.5,114.2,good,30.01956611,20.08868974,medium,0,0
8.3437,77.0531,highland (150m),new (<20 years),high,11.6,SE,8.9,183.0,moderate,58.71088207,31.11238088,low,0,0
8.3437,77.1511,highland (150m),old (20-50 years),low,13.8,NW,0.9,53.0,good,26.88897192,32.53321352,low,0,0
8.3438,77.0527,midland (50m),new (<20 years),medium,4.3,S,1.7,418.4,moderate,64.52584825,25.58194512,low,0,0
8.3438,77.152,highland (150m),old (20-50 years),medium,5.2,S,6.2,359.7,good,73.36688396,21.20839132,high,0,0
8.3438,77.1526,highland (150m),old (20-50 years),high,13.0,E,6.8,470.1,good,6.907419775,26.5391949,low,0,0
8.3438,77.1527,highland (150m),old (20-50 years),high,4.1,NE,7.3,201.4,good,16.86632539,23.77001408,high,0,0
8.3438,77.1572,lowland (10m),new (<20 years),high,12.9,NE,8.0,110.5,good,15.54885512,5.526509751,high,0,0
8.3438,77.1608,highland (150m),new (<20 years),low,9.0,N,0.7,447.1,good,74.98300515,7.65980429,low,1,0
8.3439,77.0531,midland (50m),new (<20 years),medium,0.7,W,2.8,79.4,moderate,9.823301252,44.87871527,medium,0,0
8.3439,77.1529,midland (50m),old (20-50 years),low,4.9,SE,4.7,471.1,poor,34.60851518,18.5922615,medium,0,0
8.344,77.0377,midland (50m),new (<20 years),medium,4.2,SW,0.8,485.7,good,7.41118373,40.34795745,low,0,0
8.344,77.1526,highland (150m),new (<20 years),medium,8.1,SW,4.1,100.8,good,34.06639918,14.81002159,high,0,0
8.344,77.1556,lowland (10m),new (<20 years),high,5.1,SW,0.8,146.3,poor,40.45674352,34.37074719,low,0,0
8.3441,77.0531,midland (50m),old (20-50 years),low,7.3,NW,1.3,236.5,poor,61.90123742,3.566704341,low,0,0
8.3441,77.1469,highland (150m),old (20-50 years),high,13.3,N,2.3,152.9,moderate,54.8558902,3.459652088,low,0,0
8.3441,77.1518,midland (50m),old (20-50 years),high,7.2,W,1.0,63.5,good,68.23656195,0.124814243,low,0,0
8.3441,77.1547,lowland (10m),old (20-50 years),high,4.4,E,0.3,256.1,moderate,20.77787215,25.6059449,high,0,0
8.3442,77.1513,lowland (10m),new (<20 years),medium,8.3,NW,4.4,430.0,moderate,64.25710268,7.514522884,low,0,0
8.3442,77.1572,lowland (10m),old (20-50 years),high,3.8,W,4.6,483.0,moderate,90.70156408,1.458603073,high,0,0
8.3442,77.1609,highland (150m),new (<20 years),low,7.6,W,7.4,264.8,poor,45.55004104,10.28027115,medium,1,0
8.3443,77.1468,midland (50m),new (<20 years),high,10.7,NE,8.8,289.9,moderate,16.91012937,19.90589691,high,0,0
8.3443,77.1506,midland (50m),old (20-50 years),high,14.2,N,4.6,78.4,good,93.54017278,33.04540577,medium,0,0
8.3443,77.1519,highland (150m),new (<20 years),low,6.3,NW,7.0,107.2,poor,51.96409135,37.18578424,low,0,0
8.3443,77.152,highland (150m),new (<20 years),low,14.8,N,1.2,154.5,good,59.65669174,40.41073394,medium,0,0
8.3443,77.158,highland (150m),new (<20 years),low,6.7,S,1.9,327.4,moderate,65.59484064,8.564396509,medium,1,0
8.3444,77.0552,midland (50m),new (<20 years),medium,8.4,N,2.0,136.5,moderate,60.35702832,6.122361268,medium,0,0
8.3444,77.0937,highland (150m),old (20-50 years),medium,8.4,SW,2.0,495.6,good,19.91325948,5.399268844,medium,0,0
8.3444,77.1463,midland (50m),old (20-50 years),low,14.4,W,7.3,24.4,poor,46.98518863,25.7808679,medium,0,0
8.3444,77.1478,lowland (10m),old (20-50 years),medium,12.6,S,6.9,78.6,moderate,17.9924158,18.39264045,high,0,0
8.3444,77.1512,lowland (10m),old (20-50 years),medium,1.1,NE,6.1,395.0,poor,20.74035922,27.34432885,low,0,0
8.3444,77.1515,midland (50m),old (20-50 years),low,12.5,E,8.9,8.4,good,38.40826426,38.21453404,medium,0,0
8.3444,77.1518,midland (50m),new (<20 years),high,1.3,SE,2.3,207.4,poor,97.31223605,33.57799768,high,0,0
8.3445,77.0394,midland (50m),old (20-50 years),low,6.4,N,1.9,420.9,good,41.82657613,39.18080669,low,0,0
8.3445,77.1466,lowland (10m),old (20-50 years),high,9.0,W,7.3,255.9,moderate,25.0183358,9.336586516,high,0,0
8.3445,77.1517,highland (150m),new (<20 years),high,0.1,NW,9.6,102.7,poor,65.75470099,14.42671286,high,0,0
8.3445,77.1522,lowland (10m),old (20-50 years),high,12.8,E,5.4,471.2,good,40.05912791,41.11065548,medium,0,0
8.3446,77.1575,highland (150m),new (<20 years),medium,11.2,NE,5.6,310.1,poor,58.52350966,22.26786299,high,0,0
8.3446,77.1579,midland (50m),new (<20 years),low,9.6,NW,8.5,424.3,good,15.48822865,31.20709836,medium,0,0
8.3447,77.1602,lowland (10m),old (20-50 years),medium,2.6,NE,1.8,274.1,poor,89.60286328,29.35503796,high,0,0
8.3448,77.1467,lowland (10m),old (20-50 years),high,13.8,NE,7.7,140.2,poor,57.32167871,12.78853929,low,0,0
8.3448,77.1476,midland (50m),new (<20 years),low,1.0,E,8.4,484.1,poor,13.11042762,26.59461185,low,0,0
8.3448,77.1512,midland (50m),new (<20 years),medium,13.8,W,7.7,135.6,poor,81.77477668,25.89946463,medium,0,0
8.3448,77.1582,midland (50m),old (20-50 years),medium,5.4,NW,1.2,113.0,good,49.59033926,42.89272942,low,0,0
8.3449,77.1511,midland (50m),new (<20 years),medium,7.1,SW,5.2,246.8,poor,59.79841469,4.164105306,high,0,0
8.345,77.1599,midland (50m),new (<20 years),low,8.2,NE,8.2,264.0,poor,35.19619314,13.04229908,low,1,0
8.3451,77.1603,highland (150m),new (<20 years),low,6.4,E,8.0,246.7,good,87.69265501,4.036467555,high,1,0
8.3452,77.1591,lowland (10m),old (20-50 years),high,9.7,NE,9.2,329.1,poor,42.24516961,41.52512089,high,0,0
8.3453,77.1451,highland (150m),new (<20 years),low,14.0,SW,2.1,130.2,poor,24.91494046,17.94823774,medium,0,0
8.3454,77.0558,lowland (10m),new (<20 years),high,13.6,N,9.1,294.8,poor,60.16111401,26.11763183,high,0,0
8.3455,77.0381,lowland (10m),old (20-50 years),high,8.0,N,4.2,65.0,good,84.41065906,38.0147824,medium,0,0
8.3456,77.1443,midland (50m),old (20-50 years),medium,6.2,N,7.2,270.6,poor,55.12135248,29.0782185,high,0,0
8.3456,77.1459,lowland (10m),new (<20 years),medium,4.5,NE,2.0,381.6,good,17.3063413,1.722176184,high,0,0
8.3456,77.1468,midland (50m),old (20-50 years),medium,1.9,NW,9.3,237.9,poor,17.09995416,17.55195642,high,0,0
8.3456,77.1511,lowland (10m),new (<20 years),low,12.9,S,0.7,107.3,good,55.05708746,7.20496895,medium,1,0
8.3459,77.1452,lowland (10m),old (20-50 years),high,0.2,E,4.8,351.5,moderate,8.167352944,4.352984213,high,0,0
8.3461,77.039,highland (150m),new (<20 years),low,12.7,S,3.5,133.7,moderate,55.15429126,31.44901621,high,0,0
8.3462,77.1507,lowland (10m),new (<20 years),medium,7.7,N,9.4,195.3,good,24.27398491,29.21982973,high,0,0
8.3465,77.1166,lowland (10m),new (<20 years),high,8.2,E,0.7,198.6,good,58.00853862,39.93311515,medium,0,0
8.3466,77.1508,highland (150m),new (<20 years),medium,5.6,NW,2.5,99.8,moderate,97.18968126,36.954085,medium,0,0
8.3467,77.1503,lowland (10m),new (<20 years),medium,12.1,W,5.5,314.5,good,42.50437218,21.62519227,medium,0,0
8.3468,77.0666,lowland (10m),old (20-50 years),medium,1.7,SE,7.9,354.6,moderate,75.31406075,6.051411757,high,0,0
8.3468,77.16,lowland (10m),new (<20 years),medium,11.1,E,1.0,64.2,moderate,35.82168369,31.80289668,medium,0,0
8.3469,77.0551,highland (150m),old (20-50 years),high,3.5,S,1.7,316.3,poor,37.98168455,42.96582884,low,0,0
8.347,77.1496,highland (150m),new (<20 years),low,0.7,N,9.8,11.7,good,79.46437504,17.96707747,low,0,0
8.347,77.1502,lowland (10m),new (<20 years),medium,11.7,S,6.2,12.7,good,72.15571909,34.64651385,low,0,0
8.3471,77.0332,highland (150m),old (20-50 years),medium,6.2,NW,4.8,283.7,moderate,99.69437679,44.72675824,low,0,0
8.3471,77.0561,midland (50m),old (20-50 years),low,5.2,NW,7.4,180.7,poor,18.31726247,25.81933587,high,0,0
8.3471,77.15,midland (50m),old (20-50 years),low,14.8,N,0.7,335.3,moderate,44.30847923,33.67127747,low,0,0
8.3471,77.1603,highland (150m),new (<20 years),medium,13.7,NE,9.8,325.1,poor,73.31721922,41.56088446,low,0,0
8.3472,77.0324,highland (150m),new (<20 years),medium,14.5,NE,8.7,243.6,good,73.71682984,32.82495628,low,0,0
8.3472,77.0554,midland (50m),new (<20 years),medium,14.3,E,7.4,26.4,good,84.01672849,5.967799074,medium,0,0
8.3472,77.1507,lowland (10m),new (<20 years),medium,11.6,W,0.8,370.9,moderate,14.65236133,28.99889185,medium,0,0
8.3473,77.1482,lowland (10m),new (<20 years),low,14.0,N,1.5,348.3,poor,47.45922427,5.224971801,low,1,0
8.3474,77.0545,midland (50m),new (<20 years),low,14.5,NE,2.8,473.7,moderate,9.974753176,29.22636563,low,0,0
8.3474,77.1494,highland (150m),old (20-50 years),high,10.3,NW,6.9,137.7,moderate,94.16381035,33.77559295,low,0,0
8.3474,77.1499,lowland (10m),old (20-50 years),medium,12.2,W,5.9,115.2,moderate,58.01590021,26.78320229,high,0,0
8.3474,77.1507,highland (150m),old (20-50 years),medium,13.3,N,7.8,316.0,moderate,77.10061506,9.254881827,low,0,0
8.3475,77.0548,midland (50m),old (20-50 years),medium,9.3,W,0.9,75.5,moderate,34.88475229,31.00703224,low,0,0
8.3475,77.1498,highland (150m),old (20-50 years),medium,13.2,E,8.4,471.2,moderate,45.10396534,36.72864181,medium,0,0
8.3476,77.0553,midland (50m),old (20-50 years),medium,5.1,S,4.0,478.2,good,90.07128073,40.49339365,high,0,0
8.3476,77.1472,lowland (10m),new (<20 years),low,9.9,NE,4.1,224.2,good,60.32144489,12.52892897,low,1,0
8.3476,77.1473,midland (50m),new (<20 years),low,3.1,S,2.7,18.2,good,28.40728387,18.65597114,high,0,0
8.3477,77.0322,lowland (10m),new (<20 years),medium,8.9,SW,7.0,286.1,poor,62.15265854,36.55625623,low,0,0
8.3477,77.1495,lowland (10m),old (20-50 years),high,2.7,NW,2.5,23.9,poor,36.83820566,22.62844769,high,0,0
8.3477,77.1498,midland (50m),new (<20 years),low,12.4,S,9.7,197.8,good,59.63529506,39.48831096,high,0,0
8.3477,77.1501,midland (50m),old (20-50 years),low,4.5,NW,5.7,264.0,moderate,63.70773118,14.29938577,high,0,0
8.3478,77.0329,midland (50m),new (<20 years),low,10.3,NE,9.7,18.5,moderate,97.04652031,15.78604024,high,0,0
8.3478,77.0336,highland (150m),new (<20 years),low,12.6,E,7.5,339.7,poor,83.57348883,37.84125683,low,0,0
8.3478,77.0545,highland (150m),new (<20 years),medium,10.2,NE,0.6,443.2,poor,43.21807011,19.68112557,high,0,0
8.3479,77.1486,lowland (10m),old (20-50 years),high,5.5,W,5.2,311.9,good,60.37691061,42.79452228,low,0,0
8.3479,77.1494,highland (150m),new (<20 years),medium,12.2,S,0.2,83.1,poor,12.01927444,5.832659432,medium,0,0
8.3479,77.1496,highland (150m),old (20-50 years),low,0.1,NW,7.4,152.9,poor,53.88796554,39.97529136,low,0,0
8.348,77.1491,midland (50m),old (20-50 years),high,3.6,W,0.1,159.0,moderate,97.44267379,34.2634111,high,0,0
8.348,77.1496,lowland (10m),old (20-50 years),medium,3.8,SW,8.6,107.7,good,77.55273126,17.04686957,high,0,0
8.348,77.1505,midland (50m),new (<20 years),low,14.7,S,2.3,498.3,moderate,30.6742681,21.75790185,medium,0,0
8.3481,77.1454,highland (150m),old (20-50 years),low,7.8,N,8.5,256.9,good,64.90884003,26.4789693,low,0,0
8.3481,77.1461,midland (50m),old (20-50 years),high,1.0,NE,9.3,483.2,poor,44.39424355,17.64793963,low,0,0
8.3481,77.1468,highland (150m),new (<20 years),high,1.9,W,0.7,286.8,poor,76.62774209,36.7660222,high,0,0
8.3482,77.1493,midland (50m),old (20-50 years),low,5.7,S,8.6,154.1,good,7.046186271,15.56201635,medium,0,0
8.3482,77.1495,midland (50m),new (<20 years),low,2.0,N,8.9,221.7,moderate,45.56972031,12.83149721,low,1,0
8.3483,77.1456,lowland (10m),new (<20 years),medium,12.2,NE,0.2,346.4,poor,78.47181653,10.48038684,medium,0,0
8.3483,77.1488,highland (150m),old (20-50 years),low,11.7,N,6.7,338.4,moderate,72.64102171,39.18648169,medium,0,0
8.3484,77.1493,midland (50m),new (<20 years),low,12.0,NW,5.0,14.8,poor,72.46600447,15.5033332,medium,0,0
8.3484,77.1504,highland (150m),new (<20 years),low,10.0,N,9.3,412.7,good,76.10599602,10.11177729,low,1,0
8.3485,77.1457,highland (150m),old (20-50 years),high,6.5,NW,5.3,347.4,good,81.78649199,27.4014793,medium,0,0
8.3485,77.1487,midland (50m),old (20-50 years),medium,4.0,W,6.3,328.3,poor,7.480322909,34.77614329,medium,0,0
8.3486,77.1463,lowland (10m),old (20-50 years),medium,1.2,N,7.8,111.9,good,14.20015297,0.720579841,low,0,0
8.3486,77.1493,midland (50m),new (<20 years),high,11.5,NW,0.8,228.4,poor,42.97815914,24.45968203,low,0,0
8.3486,77.1505,midland (50m),new (<20 years),low,3.9,SW,3.8,46.9,good,31.49122133,34.62930159,medium,0,0
8.3487,77.0314,midland (50m),new (<20 years),medium,8.2,SW,5.0,135.4,moderate,92.71686272,41.92548558,high,0,0
8.3487,77.1485,highland (150m),old (20-50 years),high,2.5,E,0.2,71.3,good,60.329703,15.61603815,medium,0,0
8.3487,77.1501,lowland (10m),old (20-50 years),low,2.1,W,5.9,331.9,poor,22.35529559,4.902274276,low,0,0
8.3487,77.151,lowland (10m),new (<20 years),high,7.7,E,9.5,139.4,moderate,77.65225769,14.85860999,medium,0,0
8.3488,77.0318,highland (150m),old (20-50 years),medium,14.1,NE,9.0,353.2,poor,40.2587735,44.87980408,high,0,0
8.3489,77.1493,lowland (10m),new (<20 years),medium,14.3,W,1.1,224.8,poor,90.2481615,17.35369004,high,0,0
8.3489,77.1507,highland (150m),new (<20 years),medium,7.2,SW,1.5,356.6,moderate,54.03364794,34.95504948,high,0,0
8.349,77.1493,lowland (10m),old (20-50 years),medium,9.3,E,3.1,477.2,poor,78.25683816,10.16463338,medium,0,0
8.3492,77.0544,highland (150m),new (<20 years),high,4.9,SW,0.4,22.1,moderate,69.98113651,35.52152332,low,0,0
8.3492,77.1503,midland (50m),old (20-50 years),low,12.5,N,8.0,74.8,good,69.41897574,4.829073979,high,0,0
8.3492,77.1505,midland (50m),old (20-50 years),low,9.3,W,7.7,477.6,moderate,19.72486536,40.2342715,low,0,0
8.3493,77.0397,lowland (10m),new (<20 years),medium,3.8,NW,0.9,239.9,moderate,97.22232862,8.311745261,low,0,0
8.3493,77.1484,lowland (10m),new (<20 years),low,1.1,N,7.9,310.7,poor,48.90676591,34.97176151,high,0,0
8.3493,77.1507,lowland (10m),new (<20 years),medium,12.6,W,6.8,419.1,moderate,55.87205354,44.45227603,medium,0,0
8.3494,77.0314,midland (50m),old (20-50 years),low,4.9,SW,0.4,149.8,moderate,70.47067579,32.08702348,high,0,0
8.3494,77.151,highland (150m),old (20-50 years),low,14.2,SE,3.1,156.2,moderate,87.60880723,6.906676923,low,0,0
8.3496,77.1511,midland (50m),old (20-50 years),low,10.3,SW,9.2,14.4,poor,45.74775676,12.0172035,high,0,0
8.3497,77.1479,highland (150m),new (<20 years),medium,11.8,SW,5.2,166.1,good,71.27591219,31.03388112,high,0,0
8.35,77.0256,midland (50m),new (<20 years),medium,1.2,SE,7.5,475.7,moderate,36.2740209,8.189723417,low,0,0
8.35,77.1516,lowland (10m),old (20-50 years),medium,2.7,SE,6.0,131.0,good,89.78217788,34.67387339,low,0,0
8.3501,77.0256,lowland (10m),new (<20 years),high,0.9,E,8.3,330.2,moderate,94.45364868,41.54031428,low,0,0
8.3502,77.0258,midland (50m),new (<20 years),low,13.1,W,3.2,240.2,good,99.17342163,23.8406902,low,0,0
8.3502,77.1471,lowland (10m),old (20-50 years),low,7.2,S,4.0,358.6,poor,44.58669161,1.221044428,low,0,0
8.3502,77.1484,midland (50m),new (<20 years),medium,11.2,E,9.9,7.5,poor,18.07533538,40.65236267,low,0,0
8.3503,77.03,lowland (10m),new (<20 years),low,8.8,NE,8.1,158.7,poor,47.84514847,2.587437926,high,1,0
8.3503,77.0314,lowland (10m),old (20-50 years),high,0.1,S,5.4,196.7,poor,18.1714501,3.02500839,medium,0,0
8.3504,77.1482,lowland (10m),new (<20 years),high,9.9,W,1.2,429.0,poor,43.1568838,37.39283012,medium,0,0
8.3507,77.0314,lowland (10m),new (<20 years),low,4.3,SW,1.6,13.6,good,88.66835749,27.87309864,low,0,0
8.3507,77.1476,lowland (10m),new (<20 years),low,12.0,S,4.1,131.1,good,29.1385629,29.88760863,medium,0,0
8.3509,77.0551,highland (150m),old (20-50 years),low,5.6,S,8.5,217.7,good,69.95567941,10.16855965,high,0,0
8.3509,77.1485,midland (50m),new (<20 years),high,7.9,W,7.0,89.0,poor,18.84232557,35.91116776,high,0,0
8.3511,77.1411,midland (50m),new (<20 years),high,0.5,SE,0.4,194.0,moderate,28.30301392,28.18577811,low,0,0
8.3512,77.1469,highland (150m),old (20-50 years),medium,9.7,SE,7.2,51.9,moderate,9.350242132,33.20591547,high,0,0
8.3513,77.0263,highland (150m),old (20-50 years),medium,4.5,W,1.5,315.7,good,96.07534643,5.68775048,medium,0,0
8.3513,77.1474,highland (150m),new (<20 years),medium,8.3,S,4.5,154.4,poor,45.75087775,39.24136588,high,0,0
8.3514,77.1462,midland (50m),old (20-50 years),low,9.1,SE,4.1,22.0,good,15.5605746,24.48623455,medium,0,0
8.3514,77.1477,lowland (10m),new (<20 years),high,3.1,N,5.3,318.9,poor,44.44148159,12.7200608,high,0,0
8.3515,77.026,lowland (10m),old (20-50 years),high,14.0,NE,9.1,427.9,moderate,81.46167778,15.02417298,high,0,0
8.3515,77.0264,lowland (10m),old (20-50 years),high,9.6,E,9.8,325.0,good,6.133813848,2.410208679,medium,0,0
8.3516,77.0257,lowland (10m),new (<20 years),medium,3.7,S,0.7,189.7,poor,39.00811629,14.08607845,high,0,0
8.3516,77.1382,highland (150m),new (<20 years),high,7.7,W,8.8,127.9,moderate,84.70304051,5.203414384,low,0,0
