time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,type,horizontalError,depthError,magError,magNst
2001-01-31T23:36:10.900Z,23.205,70.07,10,4.4,mb,22,,,1.07,"11 km NNE of Anj?r, India",earthquake,,,,6
2001-01-31T09:42:22.080Z,23.372,70.425,10,4.9,mb,83,,,0.93,"11 km NE of Bhach?u, India",earthquake,,,,45
2001-01-31T07:32:33.100Z,23.518,70.265,10,4.4,mb,23,,,0.96,"25 km NNW of Bhach?u, India",earthquake,,,,6
2001-01-31T04:41:07.570Z,23.392,70.01,10,4,mb,14,,,1.61,"30 km N of Anj?r, India",earthquake,,,,3
2001-01-31T03:34:56.630Z,23.379,70.403,10,4.4,mb,19,,,1.26,"10 km NE of Bhach?u, India",earthquake,,,,4
2001-01-31T01:56:07.080Z,23.439,70.043,10,4.4,mb,32,,,1.05,"34 km WNW of Bhach?u, India",earthquake,,,,8
2001-01-30T18:19:56.360Z,23.283,70.271,10,4.7,mb,49,,,1.12,"7 km WSW of Bhach?u, India",earthquake,,,,23
2001-01-30T14:50:45.160Z,32.884,76.376,33,3.4,mb,8,,,1.27,"43 km NNE of Chamba, India",earthquake,,,,1
2001-01-30T03:16:42.310Z,23.345,70.095,10,4.1,mb,14,,,0.98,"25 km WNW of Bhach?u, India",earthquake,,,,1
2001-01-29T23:54:58.310Z,23.436,70.28,10,4.8,mb,53,,,1.34,"16 km NNW of Bhach?u, India",earthquake,,,,23
2001-01-29T19:17:53.280Z,23.378,70.004,10,4.2,mb,15,,,1.04,"29 km N of Anj?r, India",earthquake,,,,3
2001-01-29T19:14:53.590Z,23.353,70.423,10,4,mb,17,,,1.54,"10 km NE of Bhach?u, India",earthquake,,,,4
2001-01-29T09:38:44.140Z,23.499,70.455,10,4.8,mb,46,,,0.98,"21 km WSW of R?par, India",earthquake,,,,23
2001-01-29T01:39:03.510Z,23.46,69.973,10,4.8,mb,63,,,0.9,"38 km NE of Bhuj, India",earthquake,,,,34
2001-01-28T23:31:07.880Z,23.507,70.006,10,3.7,mb,7,,,1.08,"41 km NW of Bhach?u, India",earthquake,,,,1
2001-01-28T19:42:18.330Z,23.401,70.001,10,4.3,mb,18,,,1.21,"31 km N of Anj?r, India",earthquake,,,,5
2001-01-28T19:31:59.820Z,23.802,69.844,10,4,mb,11,,,1.11,"63 km NNE of Bhuj, India",earthquake,,,,2
2001-01-28T18:03:43.120Z,23.454,70.393,10,4,mb,13,,,1.01,"17 km NNE of Bhach?u, India",earthquake,,,,2
2001-01-28T17:15:22.710Z,23.18,69.907,10,4.7,mb,56,,,1.25,"14 km WNW of Anj?r, India",earthquake,,,,35
2001-01-28T11:10:43.610Z,23.252,70.387,10,5.4,mwc,52,,,1.23,"6 km SE of Bhach?u, India",earthquake,,,,
2001-01-28T10:43:36.260Z,23.186,70.036,10,3.7,mb,12,,,0.71,"8 km N of Anj?r, India",earthquake,,,,2
2001-01-28T03:26:11.180Z,23.345,70.02,10,4.3,mb,24,,,0.92,"25 km N of Anj?r, India",earthquake,,,,7
2001-01-28T03:18:04.730Z,23.808,70.189,10,4.2,mb,8,,,1.26,"53 km WNW of R?par, India",earthquake,,,,1
2001-01-28T01:02:10.700Z,23.507,70.517,10,5.8,mwc,363,,,1.27,"15 km WSW of R?par, India",earthquake,,,,
2001-01-27T11:24:21.440Z,23.273,70.45,10,4.6,mb,14,,,0.94,"11 km ESE of Bhach?u, India",earthquake,,,,10
2001-01-27T04:36:08.410Z,23.655,70.001,10,4.8,mb,27,,,1.04,"52 km NW of Bhach?u, India",earthquake,,,,23
2001-01-27T03:50:01.530Z,23.472,70.232,10,4.7,mb,20,,,1.09,"22 km NNW of Bhach?u, India",earthquake,,,,19
2001-01-27T03:33:36.410Z,23.338,70.587,10,4.1,mb,9,,,1.42,"25 km E of Bhach?u, India",earthquake,,,,7
2001-01-26T19:10:55.140Z,23.863,70.076,10,4.2,mb,5,,,1.24,"66 km WNW of R?par, India",earthquake,,,,3
2001-01-26T18:19:44.030Z,23.544,70.406,10,4.7,mb,30,,,1.17,"24 km W of R?par, India",earthquake,,,,22
2001-01-26T15:10:57.900Z,23.238,70.185,10,4.8,mb,21,,,0.85,"17 km WSW of Bhach?u, India",earthquake,,,,10
2001-01-26T13:30:22.410Z,23.562,70.068,10,4.4,mb,11,,,1.4,"40 km NW of Bhach?u, India",earthquake,,,,8
2001-01-26T12:55:05.870Z,23.557,70.689,10,4.3,mb,6,,,1.23,"4 km ESE of R?par, India",earthquake,,,,6
2001-01-26T09:08:22.260Z,23.248,70.192,10,4.8,mb,28,,,1.09,"16 km WSW of Bhach?u, India",earthquake,,,,24
2001-01-26T08:42:25.120Z,23.223,71.165,10,4.7,mb,9,,,1.81,"23 km N of Halvad, India",earthquake,,,,5
2001-01-26T08:03:16.410Z,23.478,70.152,10,4.6,mb,13,,,1.36,"27 km NW of Bhach?u, India",earthquake,,,,9
2001-01-26T07:48:54.570Z,23.35,70.612,10,4.7,mb,7,,,1.51,"24 km S of R?par, India",earthquake,,,,6
2001-01-26T07:32:28.740Z,23.316,69.981,10,5.5,ms,109,,,1.07,"22 km NNW of Anj?r, India",earthquake,,,,73
2001-01-26T06:48:49.920Z,23.7,69.599,10,4.4,mb,5,,,0.79,"49 km N of Bhuj, India",earthquake,,,,4
2001-01-26T06:04:51.010Z,23.479,70.221,10,4.9,mb,44,,,1.28,"23 km NNW of Bhach?u, India",earthquake,,,,32
2001-01-26T05:59:06.830Z,23.363,70.391,10,4.8,mb,28,,,1.36,"8 km NE of Bhach?u, India",earthquake,,,,23
2001-01-26T04:52:59.420Z,23.713,70.466,10,4.6,mb,8,,,0.88,"24 km NW of R?par, India",earthquake,,,,11
2001-01-26T04:48:14.250Z,23.249,70.348,10,5.1,mb,48,,,1.21,"5 km S of Bhach?u, India",earthquake,,,,35
2001-01-26T04:23:41.970Z,23.272,69.964,10,5.2,mb,83,,,1.21,"18 km NNW of Anj?r, India",earthquake,,,,58
2001-01-26T03:58:59.250Z,23.262,69.967,10,4.9,mb,44,,,0.83,"17 km NNW of Anj?r, India",earthquake,,,,36
2001-01-26T03:33:29.170Z,23.245,69.836,10,5.3,mb,59,,,0.9,"17 km E of Bhuj, India",earthquake,,,,41
2001-01-26T03:16:40.500Z,23.419,70.232,16,7.7,mwc,472,,,1.25,"17 km NW of Bhach?u, India",earthquake,,,,
2001-01-25T00:39:19.900Z,33.837,75.766,33,4.4,mb,11,,,1.35,"45 km ESE of Pahlg?m, India",earthquake,,,,1
2001-01-17T09:22:03.180Z,34.213,79.715,33,3.6,mb,7,,,1.45,"196 km E of Leh, India",earthquake,,,,1
2001-01-08T09:01:56.870Z,33.515,75.681,58.6,4.2,mb,15,,,1.17,"23 km NNW of Kishtw?r, India",earthquake,,16.4,,2
2000-12-26T05:37:34.680Z,32.538,76.894,33,3.9,mb,8,,,0.86,"12 km WSW of Kyelang, India",earthquake,,,,1
2000-12-08T13:23:07.490Z,17.041,73.508,33,4.2,mb,11,,,0.54,"20 km NNW of L?nja, India",earthquake,,,,1
2000-11-22T08:40:31.380Z,31.181,77.949,33,3.7,md,16,,,0.72,"18 km E of Rohru, India",earthquake,,,,
2000-10-16T22:33:09.530Z,23.28,80.3,33,4.7,mb,39,,,0.84,"30 km SE of Sihor?, India",earthquake,,,,15
2000-10-13T02:38:47.340Z,32.632,76.23,33,4.1,mb,10,,,0.57,"12 km NE of Chamba, India",earthquake,,,,1
2000-10-12T00:08:00.620Z,32.572,78.17,33,4.7,mb,11,,,1.37,"99 km ENE of Man?li, India",earthquake,,,,3
2000-10-10T06:11:32.700Z,23.08,82.728,33,4.5,mb,16,,,1.01,"26 km SE of Baikunthpur, India",earthquake,,,,1
2000-09-26T19:39:28.410Z,33.377,75.614,33,4.6,mb,28,,,0.95,"15 km WNW of Kishtw?r, India",earthquake,,,,7
2000-09-26T07:22:44.060Z,30.998,78.13,33,4.5,mb,17,,,0.73,"22 km NNW of Barkot, India",earthquake,,,,4
2000-09-05T00:32:42.900Z,17.367,73.849,10,5.2,mwc,250,,,1.3,"5 km W of P?tan, India",earthquake,,,,
2000-08-31T02:08:45.950Z,32.001,78.407,36.5,4.7,mb,69,,,1.12,"79 km NE of Sar?han, India",earthquake,,10.9,,29
2000-08-13T13:28:22.890Z,21.458,71.123,14.3,4.7,mb,67,,,1.34,"6 km NW of Chal?la, India",earthquake,,,,34
2000-08-09T21:02:37.510Z,33.951,79.425,33,3.5,mb,8,,,1.26,"171 km E of Leh, India",earthquake,,,,1
2000-07-14T20:26:09.490Z,33.807,79.901,33,3.6,mb,8,,,1.49,"217 km E of Leh, India",earthquake,,,,1
2000-07-09T21:03:14.810Z,34.223,79.996,33,4,mb,16,,,1.32,"222 km E of Leh, India",earthquake,,,,2
2000-07-07T16:14:15.790Z,34.101,79.776,33,4.7,mb,36,,,1.09,"202 km E of Leh, India",earthquake,,,,23
2000-07-05T21:59:49.960Z,34.214,79.719,33,4.5,mb,29,,,1.09,"196 km E of Leh, India",earthquake,,,,13
2000-07-05T18:50:20.490Z,33.974,79.758,33,4.7,mb,68,,,0.84,"201 km E of Leh, India",earthquake,,,,40
2000-07-05T18:47:12.740Z,34.198,79.769,33,4,mb,13,,,1.07,"201 km E of Leh, India",earthquake,,,,3
2000-07-05T05:56:34.340Z,34.171,79.85,33,4.6,mb,32,,,1.11,"208 km E of Leh, India",earthquake,,,,15
2000-07-04T08:10:05.880Z,32.101,78.442,33,4.1,mb,14,,,1.44,"89 km NE of Sar?han, India",earthquake,,,,2
2000-06-21T16:11:19.330Z,30.581,79.196,33,3.5,mb,5,,,0.62,"28 km NW of P?palkoti, India",earthquake,,,,1
2000-06-19T08:22:06.620Z,18.014,76.487,33,4.4,mb,25,,,0.94,"24 km NW of Umarga, India",earthquake,,,,6
2000-06-18T08:05:23.990Z,32.167,78.49,93.4,3.7,mb,8,,,1.28,"98 km NE of Sar?han, India",earthquake,,19,,1
2000-06-17T16:34:12.960Z,32.024,78.437,33,4.8,mb,71,,,0.85,"83 km NE of Sar?han, India",earthquake,,,,29
2000-06-17T02:47:09.390Z,32.86,79.214,33,4.4,mb,6,,,0.64,"200 km NE of Sar?han, India",earthquake,,,,1
2000-05-28T14:52:01.130Z,33.743,74.711,59.2,4,mb,,,,0.74,"11 km WNW of Shup?yan, India",earthquake,,18.2,,1
2000-05-19T09:41:05.830Z,33.406,78.558,33,3.6,mb,,,,1.55,"123 km SE of Leh, India",earthquake,,,,3
2000-05-09T03:43:20.560Z,17.202,73.898,33,3.9,mb,,,,1.01,"19 km S of P?tan, India",earthquake,,,,1
2000-05-04T02:00:59.690Z,29.967,79.988,33,3.5,mb,,,,0.78,"25 km NE of B?geshwar, India",earthquake,,,,1
2000-04-28T00:17:17.980Z,31.601,78.305,33,4.6,mb,,,,0.98,"49 km ENE of Sar?han, India",earthquake,,,,8
2000-04-11T18:12:45.020Z,32.372,79.071,33,3.6,mb,,,,1.28,"154 km NE of Sar?han, India",earthquake,,,,1
2000-04-06T22:30:10.410Z,17.147,73.637,10,4.9,mb,,,,1.11,"19 km SE of M?khjan, India",earthquake,,,,43
2000-03-13T20:44:31.520Z,27.656,87.852,33,4.3,mb,,,,1.16,"57 km NW of Gyalshing, India",earthquake,,,,5
2000-03-12T18:03:56.270Z,17.099,73.672,33,5,mwc,,,,1.08,"26 km SE of M?khjan, India",earthquake,,,,
2000-02-22T20:53:41.460Z,31.32,77.099,33,3.6,mb,,,,0.91,"8 km NNW of Seoni, India",earthquake,,,,1
2000-02-22T17:53:45.950Z,33.456,75.604,33,3.3,mb,,,,1,"21 km NW of Kishtw?r, India",earthquake,,,,1
2000-01-16T12:00:59.110Z,33.53,76.484,33,4,mb,,,,0.65,"37 km W of Padam, India",earthquake,,,,2
2000-01-08T02:21:16.030Z,34.542,78.468,35.7,4.7,mb,,,,1.03,"91 km ENE of Leh, India",earthquake,,11.2,,20
1999-11-29T14:31:19.960Z,33.144,75.569,33,4.7,mb,,,,0.69,"2 km ESE of Doda, India",earthquake,,,,4
1999-11-08T21:45:15.640Z,31.309,77.294,33,4.4,mb,,,,1.25,"17 km ENE of Seoni, India",earthquake,,,,11
1999-09-18T16:30:04.740Z,33.182,75.22,33,4.3,mb,,,,1.43,"6 km SSW of R?mban, India",earthquake,,,,2
1999-09-12T09:00:08.160Z,31.049,77.672,33,4.5,mb,,,,1.03,"6 km SSE of Jubbal, India",earthquake,,,,16
1999-09-04T17:15:31.730Z,35.071,77.362,33,4,mb,,,,1.42,"54 km ENE of Thang, India",earthquake,,,,2
1999-06-30T11:22:06.250Z,34.892,80.008,33,4.2,mb,,,,1.43,"236 km ENE of Leh, India",earthquake,,,,3
1999-06-13T09:09:20.070Z,34.786,80.078,33,4.3,mb,,,,0.74,"239 km ENE of Leh, India",earthquake,,,,8
1999-06-09T00:31:01.870Z,34.564,80.077,33,4.5,mb,,,,0.88,"233 km E of Leh, India",earthquake,,,,18
1999-05-16T05:41:43.580Z,32.505,78.425,54.8,4.5,mb,,,,1.36,"120 km ENE of Man?li, India",earthquake,,21.6,,10
1999-05-14T08:31:03.600Z,30.32,79.318,33,4.6,mb,,,,1.04,"15 km SW of P?palkoti, India",earthquake,,,,3
1999-05-07T17:12:01.830Z,30.109,79.346,10,4.5,mb,,,,0.93,"36 km SSW of P?palkoti, India",earthquake,,,,7
1999-04-18T17:16:36.590Z,30.243,79.298,10,4.9,mb,,,,0.79,"23 km SSW of P?palkoti, India",earthquake,,,,50
1999-04-14T17:24:27.880Z,30.256,79.305,10,4.9,mb,,,,0.71,"22 km SSW of P?palkoti, India",earthquake,,,,37
1999-04-10T20:42:33.560Z,28.217,87.964,33,3.9,mb,,,,1.28,"95 km NW of Mangan, India",earthquake,,,,2
1999-04-07T16:23:26.940Z,30.257,79.295,10,4.7,mb,,,,0.96,"22 km SW of P?palkoti, India",earthquake,,,,17
1999-04-07T15:49:12.620Z,30.249,79.316,10,4.9,mb,,,,0.67,"22 km SSW of P?palkoti, India",earthquake,,,,40
1999-04-06T20:46:40.050Z,30.33,79.343,10,4.6,mb,,,,0.93,"13 km SW of P?palkoti, India",earthquake,,,,33
1999-04-06T19:37:24.050Z,30.414,79.321,10,5.1,mb,,,,0.77,"10 km W of P?palkoti, India",earthquake,,,,87
1999-04-01T02:48:51.440Z,30.528,79.407,10,4.5,mb,,,,1.04,"11 km NNW of P?palkoti, India",earthquake,,,,5
1999-03-30T21:02:10.340Z,30.376,79.335,10,5.3,mb,,,,0.8,"10 km WSW of P?palkoti, India",earthquake,,,,107
1999-03-30T15:51:49.060Z,30.187,79.305,10,4.5,mb,,,,1,"29 km SSW of P?palkoti, India",earthquake,,,,3
1999-03-29T13:20:57.410Z,30.286,79.286,10,4.6,mb,,,,1.21,"20 km SW of P?palkoti, India",earthquake,,,,3
1999-03-29T08:49:44.570Z,30.213,79.245,10,4.6,mb,,,,1.06,"26 km ESE of Rudrapray?g, India",earthquake,,,,7
1999-03-28T23:20:26.390Z,30.385,79.494,10,4.5,mb,,,,1.07,"7 km SE of P?palkoti, India",earthquake,,,,2
1999-03-28T23:04:35.440Z,30.357,79.481,10,4.4,mb,,,,0.93,"9 km SSE of P?palkoti, India",earthquake,,,,14
1999-03-28T19:47:04.590Z,30.342,79.31,10,4.7,mb,,,,0.74,"14 km SW of P?palkoti, India",earthquake,,,,35
1999-03-28T19:36:05.510Z,30.315,79.387,10,5.4,mb,,,,1.02,"12 km SSW of P?palkoti, India",earthquake,,,,76
1999-03-28T19:05:11.030Z,30.512,79.403,15,6.6,mwb,,,,1.03,"9 km NNW of P?palkoti, India",earthquake,,,,
1999-03-23T07:29:53.370Z,28.785,78.61,33,3.7,mb,,,,0.89,"16 km NNW of Sirsi, India",earthquake,,,,1
1999-03-22T09:56:16.680Z,29.257,76.94,207.6,4.1,mb,,,,1.26,"7 km WNW of Sam?lkha, India",earthquake,,20.6,,2
1999-03-16T22:27:52.740Z,28.517,78.229,33,4.2,mb,,,,0.52,"16 km E of Kh?npur, India",earthquake,,,,1
1999-02-25T11:13:54.290Z,30.657,78.878,33,4,mb,,,,0.92,"42 km E of Uttark?shi, India",earthquake,,,,3
1999-02-23T06:56:14.860Z,34.059,74.443,33,4.9,mb,,,,0.92,"14 km WSW of M?g?m, India",earthquake,,,,34
1999-02-17T03:02:18.820Z,33.2,74.125,33,4,mb,,,,1.13,"24 km SSW of R?mgarh, India",earthquake,,,,2
1998-11-26T10:14:27.630Z,27.753,87.894,73.1,5.1,mb,,,,0.76,"62 km NW of Gyalshing, India",earthquake,,,,102
1998-11-19T16:34:16.350Z,30.42,79.163,33,4.5,mb,,,,1.11,"22 km NE of Rudrapray?g, India",earthquake,,,,16
1998-11-19T12:41:58.750Z,30.566,79.389,33,3.9,mb,,,,1.23,"16 km NNW of P?palkoti, India",earthquake,,,,1
1998-10-17T09:24:45.010Z,32.217,76.545,33,4.5,mb,,,,1.33,"11 km N of P?lampur, India",earthquake,,,,8
1998-09-10T22:57:16.900Z,27.199,88.341,33,4.7,mb,,,,1.37,"4 km NNW of Namchi, India",earthquake,,,,14
1998-08-17T17:55:00.760Z,33.223,76.001,33,3.4,mb,,,,1.28,"23 km ESE of Kishtw?r, India",earthquake,,,,1
1998-08-07T12:58:54.430Z,35.245,77.817,66,4.1,mb,,,,0.86,"99 km ENE of Thang, India",earthquake,,23.3,,2
1998-07-06T10:24:08.840Z,32.987,75.629,82.8,4.2,mb,,,,0.94,"8 km W of Bhadarw?h, India",earthquake,,16.5,,1
1998-06-26T20:47:45.680Z,32.963,77.876,33,3.6,mb,,,,0.72,"90 km ENE of Kyelang, India",earthquake,,,,2
1998-05-24T13:22:29.090Z,34.569,74.052,33,3.8,mb,,,,0.59,"48 km NW of B?ram?la, India",earthquake,,,,2
1998-05-16T10:31:01.250Z,26.644,84.667,33,4.2,mb,,,,0.62,"15 km SSW of Sagauli, India",earthquake,,,,4
1998-05-11T10:13:41.780Z,27.105,71.802,0,5.2,mb,,,,1.01,"23 km NNW of Pokaran, India",nuclear explosion,,,,104
1998-05-01T11:57:36.440Z,30.04,79.537,41.9,4.4,mb,,,,1.43,"30 km NNE of Dw?r?h?t, India",earthquake,,,,8
1998-03-30T23:55:45.240Z,28.211,76.241,10,3.9,mb,,,,0.73,"10 km SE of Mahendragarh, India",earthquake,,,,1
1998-03-20T01:03:41.590Z,32.635,76.191,33,3.8,mb,,,,0.76,"10 km NE of Chamba, India",earthquake,,,,1
1998-03-19T23:34:27.380Z,32.543,76.21,69.7,3.5,mb,,,,0.62,"7 km E of Chamba, India",earthquake,,19.2,,1
1998-03-19T17:13:19.600Z,31.027,77.643,33,3.9,mb,,,,0.31,"9 km S of Jubbal, India",earthquake,,,,1
1998-03-19T17:01:32.730Z,31.21,77.829,33,3.9,mb,,,,1.34,"7 km E of Rohru, India",earthquake,,,,1
1998-03-18T18:12:18.930Z,27.368,88.334,33,4,mb,,,,1.1,"11 km NE of Gyalshing, India",earthquake,,,,1
1998-03-09T07:41:17.900Z,22.487,78.016,10,4.3,mb,,,,1.1,"25 km SSE of B?bai, India",earthquake,,,,2
1998-02-14T00:59:51.600Z,17.245,73.516,33,4.4,mb,,,,1.46,"3 km SSE of M?khjan, India",earthquake,,,,11
1998-02-11T01:08:49.250Z,17.16,73.795,33,4.5,mb,,,,1.17,"26 km SSW of P?tan, India",earthquake,,,,3
1998-02-07T08:45:11.090Z,29.103,78.064,33,3.5,mb,,,,1.46,"8 km SE of Hastin?pur, India",earthquake,,,,2
1998-01-29T10:58:41.230Z,32.875,76.014,90.3,3.3,mb,,,,0.88,"30 km ESE of Bhadarw?h, India",earthquake,,,,1
1998-01-13T12:39:30.480Z,35.233,78.426,33,3.6,mb,,,,1.71,"141 km NNE of Leh, India",earthquake,,,,1
1997-12-23T04:15:05.200Z,33.84,75.209,33,4.2,mb,,,,1.4,"10 km ENE of Bijbehara, India",earthquake,,,,4
1997-10-17T13:03:10.140Z,34.763,80.263,33,3.8,mb,,,,0.95,"254 km ENE of Leh, India",earthquake,,,,1
1997-08-13T23:10:15.050Z,31.211,76.694,33,4.2,mb,,,,1.24,"14 km SSW of Bilaspur, India",earthquake,,,,2
1997-07-29T18:00:18.760Z,31.554,76.817,33,4.7,mb,,,,0.82,"8 km WNW of Sundarnagar, India",earthquake,,,,18
1997-06-04T19:29:38.630Z,23.139,79.974,33,3.9,md,,,,0.88,"3 km SE of Jabalpur, India",earthquake,,,,
1997-05-21T22:51:28.730Z,23.083,80.041,36,5.8,mwc,,,,1,"1 km SSW of Barela, India",earthquake,,,,
1997-02-01T05:12:59.790Z,34.54,78.708,33,3.5,mb,,,,1.23,"111 km ENE of Leh, India",earthquake,,,,1
1997-01-25T07:43:15.520Z,34.918,76.531,100,3.7,mb,,,,1.18,"23 km W of Thang, India",earthquake,,,,1
1997-01-19T14:38:24.740Z,32.777,76.182,72.2,3.6,mb,,,,0.94,"25 km NNE of Chamba, India",earthquake,,17.9,,1
1997-01-19T13:59:24.420Z,33.728,74.993,33,3.1,mb,,,,0.73,"9 km NNW of Kulgam, India",earthquake,,,,1
1997-01-08T09:59:01.900Z,31.583,80.603,33,3.9,mb,,,,1.59,"151 km NE of Josh?math, India",earthquake,,,,2
1997-01-05T08:47:25.400Z,29.845,80.532,33,5.6,mwc,,,,0.9,"1 km E of Dh?rchula, India",earthquake,,,,
1997-01-02T03:52:31.650Z,30.536,77.844,33,3.5,mb,,,,0.85,"10 km NE of Vik?snagar, India",earthquake,,,,1
1996-12-23T21:52:18.840Z,32.403,76.892,33,3.8,mb,,,,0.9,"22 km SSW of Kyelang, India",earthquake,,,,1
1996-12-16T18:36:09.570Z,34.973,78.033,33,3.8,mb,,,,1.23,"98 km NNE of Leh, India",earthquake,,,,1
1996-11-23T23:21:15.310Z,35.081,77.52,33,4.6,mb,,,,1.44,"68 km ENE of Thang, India",earthquake,,,,3
1996-11-20T05:20:08.490Z,35.245,77.808,33,4.4,mb,,,,1.06,"99 km ENE of Thang, India",earthquake,,,,2
1996-11-19T16:19:10.200Z,35.229,77.848,33,5,mb,,,,1.04,"101 km ENE of Thang, India",earthquake,,,,36
1996-11-17T18:12:26.620Z,21.471,73.042,10,4.2,mb,,,,1.47,"8 km E of Kosamba, India",earthquake,,,,3
1996-11-12T04:20:58.770Z,29.919,77.172,53.7,4.5,mb,,,,0.79,"11 km ENE of Indri, India",earthquake,,9.6,,3
1996-11-10T09:00:04.160Z,18.301,76.695,33,4.1,mb,,,,1.21,"17 km SE of Latur, India",earthquake,,,,4
1996-10-11T00:05:08.220Z,33.55,76.299,33,4.6,mb,,,,0.94,"55 km W of Padam, India",earthquake,,,,1
1996-09-25T17:41:17.240Z,27.433,88.552,33,5,mb,,,,1.12,"8 km SSE of Mangan, India",earthquake,,,,22
1996-09-25T07:12:23.060Z,30.44,78.584,33,4.6,mb,,,,1.2,"11 km ENE of Tehri, India",earthquake,,,,4
1996-09-24T03:28:01.860Z,23.342,88.586,36.4,4.6,mb,,,,1.54,"5 km W of Bagul?, India",earthquake,,,,3
1996-09-14T02:12:07.230Z,30.748,78.307,33,4.8,mb,,,,0.9,"11 km SE of Barkot, India",earthquake,,,,2
1996-09-14T00:22:57.200Z,32.834,76.371,33,4.6,mb,,,,1.11,"38 km NE of Chamba, India",earthquake,,,,5
1996-09-13T03:41:08.660Z,27.033,88.234,33,4.5,mb,,,,0.84,"3 km W of D?rjiling, India",earthquake,,,,3
1996-08-17T15:47:59.140Z,33.592,75.73,33,3.4,mb,,,,1.5,"31 km N of Kishtw?r, India",earthquake,,,,3
1996-08-04T21:51:55.050Z,16.008,79.851,10,4.1,mb,,,,0.8,"12 km ESE of Vinukonda, India",earthquake,,,,4
1996-08-03T13:33:24.220Z,30.761,79.029,33,3.9,mb,,,,1,"52 km N of Rudrapray?g, India",earthquake,,,,5
1996-07-27T08:16:46.880Z,18.208,87.433,33,4.7,mb,,,,1.2,"233 km SE of Kon?rka, India",earthquake,,,,18
1996-07-17T06:56:06.950Z,31.391,78.551,33,4.6,mb,,,,1.4,"72 km NNE of Barkot, India",earthquake,,,,6
1996-07-14T00:40:06.170Z,32.627,76.524,33,4.1,mb,,,,0.8,"38 km ENE of Chamba, India",earthquake,,,,4
1996-06-18T02:46:10.970Z,30.525,79.266,33,4,mb,,,,0.6,"19 km NW of P?palkoti, India",earthquake,,,,2
1996-05-23T23:51:13.650Z,32.707,76.492,34.8,4.2,mb,,,,1.2,"38 km ENE of Chamba, India",earthquake,,17.8,,13
1996-05-16T17:18:44.750Z,33.274,76.404,51.6,3.9,mb,,,,1.6,"49 km WSW of Padam, India",earthquake,,,,10
1996-05-15T15:02:04.470Z,33.264,75.978,33,3.4,mb,,,,0.9,"20 km ESE of Kishtw?r, India",earthquake,,,,2
1996-05-09T08:25:45.050Z,32.844,76.334,59.5,4,mb,,,,0.7,"37 km NNE of Chamba, India",earthquake,,17,,13
1996-04-26T16:30:58.490Z,27.825,87.821,33,5,mb,,,,0.9,"73 km NW of Gyalshing, India",earthquake,,,,35
1996-04-26T12:19:33.350Z,17.161,73.556,22.8,4.2,mb,,,,1,"13 km SSE of M?khjan, India",earthquake,,,,15
1996-03-26T08:30:25.270Z,30.651,79.102,47.4,4.8,mb,,,,0.8,"40 km NW of P?palkoti, India",earthquake,,,,46
1996-03-23T16:07:34.230Z,27.167,88.302,33,4,mb,,,,0.3,"6 km W of Namchi, India",earthquake,,,,7
1996-02-29T09:01:49.080Z,34.694,77.598,33,3.9,mb,,,,1.4,"58 km N of Leh, India",earthquake,,,,5
1996-02-27T09:04:42.840Z,26.816,72.61,33,3.5,mb,,,,1.5,"42 km SE of Phalodi, India",earthquake,,,,1
1996-02-17T19:10:26.010Z,34.644,80.265,33,3.9,mb,,,,1.1,"252 km ENE of Leh, India",earthquake,,,,5
1996-02-12T20:39:54.380Z,22.616,82.893,33,4.3,ml,,,,0.4,"36 km NE of Korba, India",earthquake,,,,
1996-01-23T17:34:41.000Z,30.483,79.413,33,4.3,mb,,,,1,"6 km NNW of P?palkoti, India",earthquake,,,,28
1996-01-18T08:05:35.800Z,24.093,82.624,33,4.2,ml,,,,0.5,"12 km SSW of Singrauli, India",earthquake,,,,
1996-01-17T00:22:18.810Z,33.148,76.176,33,4.1,mb,,,,1.3,"42 km ESE of Kishtw?r, India",earthquake,,,,8
1996-01-10T10:37:36.080Z,22.174,77.666,10,4,mb,,,,0.8,"24 km W of Sh?hpur, India",earthquake,,,,8
1995-12-14T04:09:32.100Z,18.131,76.543,10,4.3,mb,,,,1,"13 km SSE of Ausa, India",earthquake,,,,5
1995-12-10T14:44:52.290Z,34.761,80.127,33,4.1,mb,,,,1.3,"242 km ENE of Leh, India",earthquake,,,,7
1995-12-10T08:24:24.550Z,24.185,82.703,33,3.8,mb,,,,0.8,"3 km ESE of Singrauli, India",earthquake,,,,4
1995-11-29T20:53:13.580Z,34.07,80.65,33,4,mb,,,,0.7,"283 km E of Leh, India",earthquake,,,,7
1995-11-27T21:44:02.090Z,30.693,79.232,37.5,4.6,mb,,,,0.9,"35 km NNW of P?palkoti, India",earthquake,,8,,32
1995-11-26T20:21:29.890Z,31.999,78.534,30.4,4.2,mb,,,,0.7,"88 km NE of Sar?han, India",earthquake,,7,,16
1995-11-15T21:44:15.930Z,29.058,76.791,24.9,4,mb,,,,1,"12 km SE of Goh?na, India",earthquake,,10.6,,7
1995-10-21T19:39:39.830Z,31.432,78.963,33,4.9,mb,,,,0.5,"92 km NNE of Uttark?shi, India",earthquake,,,,1
1995-09-05T07:44:02.160Z,31.214,77.863,45.7,4.2,mb,,,,0.9,"10 km E of Rohru, India",earthquake,,11.9,,12
